Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
United States,71000,16,0,1,100,Not remote,6,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,115000,8,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000,7,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,35000,1,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,107526.8817,17,0,1,10,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,36075,2,1,1,20,Not remote,2,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,86000,14,0,1,10000,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,129000,1,0,0,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,140000,6,0,1,20,Not remote,10,0,0,1,0,1,0,0,0,0,0,0,0,1
Germany,62365.5914,3,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,50000,3,0,1,10,Remote,6,1,1,0,1,1,1,0,0,0,1,0,1,1
United States,128000,16,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,7800,9,0,1,100,Not remote,9,1,0,0,1,0,0,0,0,1,0,0,0,0
United Kingdom,52500,13,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000,11,1,1,100,Not remote,8,1,1,0,0,1,0,0,0,1,0,0,0,1
United States,45000,1,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,62500,13,1,1,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,50000,5,0,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,75000,1,1,1,1000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,145000,20,0,1,20,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
Canada,75757.57576,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,18064.51613,1,0,1,100,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,57500,1,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000,11,0,1,10,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,89000,4,0,1,100,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,75000,4,0,1,10000,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,66200,4,0,0,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,150000,12,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,90000,16,1,1,5000,Not remote,9,0,0,1,0,0,0,0,1,0,1,0,0,1
United States,115000,6,1,1,100,Not remote,9,0,0,1,1,0,1,0,1,0,0,0,0,0
United States,150000,20,0,0,1000,Not remote,4,0,0,0,1,0,0,0,0,0,0,0,1,1
United Kingdom,131250,15,1,1,5000,Not remote,7,0,1,0,1,1,1,0,0,0,0,0,1,0
United States,72000,5,1,0,10,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,0
United States,63000,4,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,96000,5,1,1,10,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,84000,3,0,1,5000,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,135000,5,0,0,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,72000,3,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,21000,2,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000,4,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,1,0,0,0,0
United States,61800,3,0,0,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,17,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,185000,7,1,1,1000,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,5707.526882,3,1,1,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,1,0,0
United States,120000,2,1,1,5000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,168000,17,1,1,20,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,102000,14,0,0,1000,Not remote,6,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,106984,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,4,1,1,100,Not remote,10,0,0,0,0,0,0,0,1,0,0,0,0,0
United States,145000,16,1,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,73484.84848,10,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,46212.12121,3,0,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,80000,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64516.12903,7,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,25000,1,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000,20,0,0,1,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,92000,3,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,1,0,1
United States,140000,12,0,1,5000,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,70000,3,1,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48750,3,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,68181.81818,12,0,0,10,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
Canada,78030.30303,9,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,66000,3,0,1,5000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,80000,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,64516.12903,9,0,0,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,120000,4,0,0,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,85000,3,0,0,1000,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,70000,4,0,1,1,Not remote,8,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,70000,1,0,1,1000,Not remote,5,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,57500,3,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,1,1
United States,163000,9,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,156000,4,1,1,10000,Not remote,7,1,0,0,1,0,0,0,0,0,0,0,0,0
United States,192000,14,0,1,1000,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,1.00E+05,6,0,1,100,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,0,1
United States,115000,15,1,1,1000,Remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,45600,1,1,1,10,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,64393.93939,18,0,1,500,Not remote,10,1,1,0,0,0,0,1,0,0,1,0,1,1
United States,59000,3,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,106000,12,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,71000,6,0,1,10000,Not remote,5,0,0,1,0,0,1,0,0,0,0,0,0,0
Canada,45454.54545,2,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,69696.9697,7,1,1,5000,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,41250,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,32500,4,1,1,100,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
Canada,53030.30303,5,0,1,10,Not remote,8,0,1,0,1,1,0,0,0,0,0,0,1,1
United Kingdom,65000,5,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,49242.42424,2,0,0,20,Not remote,8,1,0,0,1,0,0,0,0,0,0,0,0,1
Canada,39772.72727,1,0,1,20,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,145000,8,0,1,10,Not remote,8,0,0,1,0,0,1,0,0,0,1,0,0,0
United States,120000,3,0,0,100,Not remote,8,1,0,1,0,0,0,0,0,1,0,0,0,0
United States,130000,17,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,3,0,1,10000,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,8,1,1,100,Not remote,7,1,0,0,1,1,0,0,0,0,0,0,0,0
United States,82000,2,0,1,20,Not remote,6,0,0,0,0,0,1,0,0,0,0,1,0,1
United States,93500,5,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,104000,4,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,130000,16,1,1,500,Not remote,7,1,1,0,1,0,0,0,0,1,0,0,0,1
Canada,49242.42424,15,0,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
India,10772.58846,2,1,0,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,37634.4086,10,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,140000,14,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,132000,2,0,0,10000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,50000,2,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,51500,1,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,89550,15,0,0,10000,Not remote,5,0,0,1,0,0,1,0,1,0,0,0,0,0
United States,80000,4,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,180000,20,1,1,10000,Not remote,8,0,0,1,0,0,1,0,1,0,1,0,0,0
United States,125000,9,1,1,500,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,129000,16,1,1,5000,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,125000,1,0,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,1.00E+05,16,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,6,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,62500,8,0,1,1000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,87500,2,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,135000,20,1,1,5000,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,140000,2,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,45000,20,1,1,20,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,92000,4,1,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,30000,6,1,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,89500,4,0,1,100,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
Canada,56818.18182,4,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,30303.0303,1,0,1,20,Not remote,8,0,0,1,0,0,0,1,1,0,0,0,0,0
United States,92000,3,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,84000,6,0,1,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,101500,8,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,5,0,0,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,1,0
United States,168000,12,0,1,5000,Not remote,6,1,1,1,0,0,0,0,0,0,0,0,0,0
United States,118000,7,0,1,5000,Not remote,4,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,51000,4,0,1,5000,Not remote,5,0,0,0,0,0,0,1,1,0,0,0,0,1
United States,75000,15,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,19086.7714,3,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,107000,20,0,1,1,Remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,75757.57576,3,0,1,5000,Not remote,9,1,0,0,0,0,0,0,0,0,0,1,0,0
Canada,37878.78788,1,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,16150.34503,1,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,0
United States,120000,3,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,70000,3,0,1,10000,Not remote,8,0,0,0,0,1,0,0,0,0,0,1,1,1
United States,125000,2,0,0,10000,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,96000,4,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,69892.47312,20,1,1,20,Not remote,7,1,0,0,1,0,1,0,0,1,0,0,0,0
United States,73000,9,0,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,1,0,0
Canada,71969.69697,3,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,165000,13,0,1,10000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,1,1
United States,1.00E+05,2,1,1,500,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,1
Canada,89393.93939,14,0,0,1,Remote,10,1,1,0,0,0,0,0,0,0,0,0,0,1
United States,90000,1,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,155000,12,1,1,20,Remote,7,0,0,0,0,0,1,0,0,0,1,0,0,0
India,12039.34811,6,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,1.00E+05,3,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,125000,4,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,85000,6,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
India,16150.34503,19,0,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
India,19820.87799,6,0,0,10000,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3523.711643,1,0,1,10,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,155000,14,0,0,10000,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0
India,5717.324916,1,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,1,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
India,5600,5,0,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,3,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
India,2936.426369,16,0,1,1,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,97000,12,0,0,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,95000,16,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
India,12846.86536,7,0,0,500,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,130000,7,1,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
India,7341.065923,6,0,1,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,43939.39394,2,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,1.00E+05,15,0,1,1000,Not remote,10,0,0,1,1,0,0,0,1,0,0,0,0,0
India,8809.279107,3,1,1,20,Not remote,7,1,0,0,1,0,0,0,0,1,0,0,1,1
India,32300.69006,10,0,0,10000,Not remote,6,1,0,1,0,0,1,0,0,1,1,0,0,0
United States,115000,20,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,140000,8,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,12,0,1,20,Not remote,9,0,0,0,0,0,1,0,1,0,1,0,0,1
India,35237.11643,4,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,18205.84349,7,0,0,10000,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
India,3171.340479,2,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,1,0,1
Germany,90000,20,0,0,1000,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
India,8809.279107,2,0,1,5000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,130000,1,1,1,500,Not remote,4,0,0,0,1,0,0,0,0,0,0,0,0,1
India,45514.60872,12,1,1,500,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,156000,10,1,0,10000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,46451.6129,5,0,0,1,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,32258.06452,3,0,1,1,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,85000,7,1,0,20,Remote,9,0,0,0,1,0,0,0,0,0,1,1,0,1
Germany,51612.90323,7,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
India,7634.70856,1,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,58064.51613,4,1,1,5000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
India,6606.95933,5,0,1,100,Not remote,10,1,1,1,1,1,0,0,0,1,0,0,0,1
Germany,11096.77419,6,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,146000,12,1,0,20,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,87500,10,1,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000,13,1,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,6166.495375,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,145000,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48812.5,6,0,0,500,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,0
Germany,53763.44086,5,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,35625,10,0,1,20,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,115000,7,1,1,10000,Not remote,5,0,0,0,1,1,0,0,0,0,1,0,0,1
India,5872.852738,2,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,3,0,1,100,Not remote,8,0,0,0,1,1,0,0,0,0,0,0,0,0
Germany,86021.50538,9,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,125000,18,0,1,20,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,75000,19,1,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,37634.4086,6,1,1,10,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,155000,11,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,57500,10,1,1,10,Not remote,5,0,0,1,0,0,0,0,0,0,1,0,0,1
India,5872.852738,1,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,75000,15,1,1,10000,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1
Germany,59139.78495,6,0,1,20,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
Germany,46236.55914,20,1,0,1,Not remote,8,0,1,1,1,0,0,0,0,0,0,1,0,1
Germany,64516.12903,9,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,57500,9,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
India,8515.63647,1,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,81250,7,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,57500,3,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11745.70548,9,0,0,100,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,1
Germany,43010.75269,1,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,58656.25,20,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
India,29364.26369,2,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,37500,2,1,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,10,0,1,20,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,1,1
India,5138.746146,1,0,0,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64193.54839,13,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000,7,0,0,1000,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,0
India,10277.49229,5,1,1,10000,Not remote,2,0,0,0,0,0,1,0,0,0,0,1,1,0
United Kingdom,46250,1,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,40860.21505,14,0,1,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,53763.44086,2,1,1,1000,Not remote,7,1,0,0,1,0,0,0,0,0,0,0,0,0
Germany,1720.430108,1,1,1,1,Not remote,8,0,1,1,0,1,0,0,0,0,1,0,1,1
Germany,91397.84946,13,0,1,20,Not remote,8,0,0,0,0,0,1,0,1,0,1,0,0,0
India,4228.453972,1,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,62500,17,0,1,20,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,32258.06452,2,1,1,100,Not remote,4,0,1,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,65641.25,20,0,1,500,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,12795.69892,4,1,1,100,Not remote,7,0,0,1,0,0,1,0,0,0,1,0,0,1
United States,70800,1,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,54000,1,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3964.175598,4,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,5,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,87500,11,0,1,100,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,65000,18,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,5138.746146,1,0,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,75000,8,0,0,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750,3,1,0,20,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,1,0
Germany,64516.12903,7,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,60215.05376,10,0,0,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3303.479665,1,0,1,10000,Remote,4,0,0,0,0,0,0,0,0,0,1,1,0,1
United Kingdom,101250,9,1,1,100,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,56250,8,1,1,10000,Remote,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64086.02151,9,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,120000,14,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,75000,4,0,1,10000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,50000,5,0,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,81250,15,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000,6,1,1,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,73118.27957,8,1,1,10,Remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,65000,3,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,67500,5,0,1,5000,Not remote,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,32258.06452,4,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.90323,10,1,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1
United Kingdom,45000,14,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48750,6,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,58064.51613,10,0,1,100,Not remote,9,1,1,1,0,0,0,0,0,0,0,0,0,1
United States,58000,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,5,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,75000,20,0,1,10000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,43750,20,0,1,10,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,68750,5,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,36250,4,0,1,500,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
United Kingdom,43625,1,0,1,100,Not remote,3,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,50000,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,86021.50538,19,0,1,100,Not remote,8,0,0,1,1,0,0,0,0,0,1,0,0,1
United States,120000,19,1,1,5000,Not remote,9,1,0,0,1,0,0,0,0,1,0,0,0,1
United Kingdom,45000,19,0,0,1,Remote,4,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,41250,14,0,0,1000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,0
Germany,26881.72043,6,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
India,5872.852738,1,0,0,10000,Not remote,3,0,0,0,0,0,1,0,0,0,1,0,0,0
India,4404.639554,2,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,70000,11,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,72500,6,0,0,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,3,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,1,1
