childid,catholic,race,number_places_lived,mom_age,dad_age,dad_education,mom_education,mom_score,dad_score,income,poverty,food_stamps,score_standardized
0033022C,0,"WHITE, NON-HISPANIC",1,43,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.92,62500.5,0,0,-1.542932264
0033024C,0,"WHITE, NON-HISPANIC",1,42,41,SOME COLLEGE,SOME COLLEGE,38.18,39.18,87500.5,0,0,0.261664611
0034002C,0,ASIAN,1,41,43,8TH GRADE OR BELOW,9TH - 12TH GRADE,34.95,34.95,22500.5,0,0,-0.175124011
0034005C,0,ASIAN,1,35,41,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,34.95,62500.5,0,0,-0.526675541
0034006C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,35,43,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,34.95,52.54,45000.5,0,0,-0.175124011
0036007C,0,"WHITE, NON-HISPANIC",1,36,35,9TH - 12TH GRADE,SOME COLLEGE,38.18,38.18,27500.5,0,0,0.467036589
0036013C,1,"WHITE, NON-HISPANIC",1,41,40,SOME COLLEGE,SOME COLLEGE,52.54,48.69,27500.5,0,0,-1.55600607
0036014C,0,"WHITE, NON-HISPANIC",1,43,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,35.92,39.18,87500.5,0,0,2.131424626
0037005C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,39,43,9TH - 12TH GRADE,9TH - 12TH GRADE,35.78,39.2,27500.5,1,0,0.00698277
0037011C,0,"WHITE, NON-HISPANIC",1,38,36,8TH GRADE OR BELOW,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,39.2,27500.5,0,0,-0.769107124
0037018C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,36,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.2,37500.5,0,0,-0.123549394
0037023C,0,"HISPANIC, RACE NOT SPECIFIED",1,32,41,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.78,27500.5,0,0,-0.075268964
0038010C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,39,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,61.56,45000.5,0,0,-1.095128704
0038012C,0,"WHITE, NON-HISPANIC",1,37,36,SOME COLLEGE,SOME COLLEGE,53.5,38.18,87500.5,0,0,-1.587300847
0038016C,0,"WHITE, NON-HISPANIC",2,35,52,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,63.43,34.95,12500.5,1,0,-1.170277348
0038017C,0,"WHITE, NON-HISPANIC",1,43,45,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,52.54,37500.5,0,0,0.315606925
0038020C,0,"WHITE, NON-HISPANIC",1,36,36,BACHELOR'S DEGREE,BACHELOR'S DEGREE,34.95,34.95,37500.5,0,0,1.408762329
0038022C,0,"HISPANIC, RACE SPECIFIED",1,34,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.2,27500.5,0,0,0.214207728
0039003C,0,"WHITE, NON-HISPANIC",1,50,46,BACHELOR'S DEGREE,BACHELOR'S DEGREE,63.43,64.89,150000.5,0,0,0.884471862
0039016C,0,"WHITE, NON-HISPANIC",2,42,39,SOME COLLEGE,"MASTER'S DEGREE (MA, MS)",72.1,53.5,150000.5,0,0,1.660252926
0040012C,0,"WHITE, NON-HISPANIC",2,37,37,BACHELOR'S DEGREE,BACHELOR'S DEGREE,63.43,38.18,37500.5,0,0,-0.260361102
0040014C,0,"HISPANIC, RACE SPECIFIED",1,32,36,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,37.67,27500.5,0,0,-0.630648322
0040016C,0,"HISPANIC, RACE NOT SPECIFIED",2,34,30,8TH GRADE OR BELOW,8TH GRADE OR BELOW,34.95,34.95,17500.5,1,0,-0.383584289
0040017C,0,"HISPANIC, RACE NOT SPECIFIED",1,33,38,SOME COLLEGE,8TH GRADE OR BELOW,34.95,34.95,7500.5,1,1,-0.259743442
0040019C,0,"HISPANIC, RACE NOT SPECIFIED",2,30,42,BACHELOR'S DEGREE,VOC/TECH PROGRAM,34.95,35.78,32500.5,0,0,-0.255008048
0040021C,0,"HISPANIC, RACE NOT SPECIFIED",1,32,42,BACHELOR'S DEGREE,SOME COLLEGE,34.95,34.95,22500.5,0,0,-1.478283842
0040023C,0,"HISPANIC, RACE NOT SPECIFIED",1,52,54,8TH GRADE OR BELOW,8TH GRADE OR BELOW,34.95,34.95,27500.5,0,0,-0.084739752
0040042C,0,"WHITE, NON-HISPANIC",2,34,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,29.6,22500.5,0,0,0.201545697
0041006C,0,"WHITE, NON-HISPANIC",1,37,39,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,34.95,37500.5,0,0,-0.155564775
0042002C,0,ASIAN,1,33,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,33.42,22500.5,0,0,0.311798021
0042003C,0,ASIAN,1,35,42,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,33.42,62500.5,0,0,-1.694773702
0042004C,0,ASIAN,3,36,42,8TH GRADE OR BELOW,SOME COLLEGE,38.18,64.89,17500.5,1,0,-1.273323638
0042006C,0,ASIAN,1,29,33,SOME COLLEGE,SOME COLLEGE,38.18,38.18,32500.5,0,0,1.854301135
0042010C,0,"HISPANIC, RACE SPECIFIED",1,36,42,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,34.95,37500.5,0,0,0.310253871
0042016C,0,"MORE THAN ONE RACE, NON HISPANIC",1,31,30,BACHELOR'S DEGREE,SOME COLLEGE,38.18,34.95,62500.5,0,0,0.710085832
0043003C,0,"WHITE, NON-HISPANIC",1,42,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,35.92,62500.5,0,0,-0.904168795
0043006C,0,"WHITE, NON-HISPANIC",1,35,41,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",61.56,61.56,87500.5,0,0,0.67127619
0043007C,0,"WHITE, NON-HISPANIC",1,47,49,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,38.18,37500.5,0,0,0.25487035
0043011C,0,"WHITE, NON-HISPANIC",1,42,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.92,62500.5,0,0,-1.522446538
0043014C,0,"WHITE, NON-HISPANIC",1,42,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,39.2,45000.5,0,0,0.997709544
0043015C,0,"WHITE, NON-HISPANIC",1,43,56,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,VOC/TECH PROGRAM,53.5,34.95,27500.5,1,1,-0.297935424
0043016C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,37,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.78,27500.5,0,0,-1.184689416
0043018C,0,"WHITE, NON-HISPANIC",1,30,35,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,48.69,29.6,45000.5,0,0,0.515728792
0043020C,0,"HISPANIC, RACE NOT SPECIFIED",1,38,44,SOME COLLEGE,9TH - 12TH GRADE,34.95,34.95,32500.5,0,0,-2.611072435
0045001C,0,"MORE THAN ONE RACE, NON HISPANIC",1,47,42,DOCTORATE OR PROFESSIONAL DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,63.43,77.5,87500.5,0,0,0.24992907
0045003C,0,"WHITE, NON-HISPANIC",1,43,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,38.18,53.5,150000.5,0,0,1.214817063
0045004C,0,"WHITE, NON-HISPANIC",1,47,48,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,34.95,53.5,150000.5,0,0,0.803352504
0045006C,0,ASIAN,1,44,43,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",38.18,53.5,87500.5,0,0,0.762072222
0045008C,0,"WHITE, NON-HISPANIC",1,41,43,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.92,87500.5,0,0,0.603642411
0045009C,0,"WHITE, NON-HISPANIC",1,41,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,33.42,53.5,62500.5,0,0,0.59870113
0045010C,0,"WHITE, NON-HISPANIC",1,44,53,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,53.5,53.5,150000.5,0,0,0.894354423
0045011C,0,"WHITE, NON-HISPANIC",1,41,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,39.18,150000.5,0,0,-0.462233006
0045013C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,42,49,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",53.5,48.69,150000.5,0,0,0.071425306
0045014C,0,"WHITE, NON-HISPANIC",1,39,38,BACHELOR'S DEGREE,SOME COLLEGE,34.95,53.5,150000.5,0,0,-0.278787961
0045015C,0,"WHITE, NON-HISPANIC",1,42,42,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,38.18,53.5,150000.5,0,0,1.483705086
0045017C,0,"WHITE, NON-HISPANIC",1,44,44,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",63.43,52.54,150000.5,0,0,2.197720142
0045021C,0,"WHITE, NON-HISPANIC",1,39,42,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,53.5,150000.5,0,0,0.751777887
0045022C,0,"WHITE, NON-HISPANIC",1,48,47,DOCTORATE OR PROFESSIONAL DEGREE,"MASTER'S DEGREE (MA, MS)",53.5,59,150000.5,0,0,1.105285341
0045024C,0,"WHITE, NON-HISPANIC",1,37,41,"MASTER'S DEGREE (MA, MS)",GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,63.43,53.5,62500.5,0,0,1.031577905
0045040C,0,"WHITE, NON-HISPANIC",1,31,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.63,32500.5,0,0,-0.899742231
0046011C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,33,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,63.43,34.95,32500.5,0,0,-1.949867316
0046012C,0,"HISPANIC, RACE NOT SPECIFIED",1,33,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,38.18,38.18,22500.5,1,1,-1.3373544
0046018C,0,"HISPANIC, RACE NOT SPECIFIED",2,27,28,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,38.18,34.95,12500.5,1,0,-0.526675541
0047004C,0,"WHITE, NON-HISPANIC",1,42,43,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,53.5,150000.5,0,0,0.264032308
0047006C,0,"WHITE, NON-HISPANIC",1,37,47,SOME COLLEGE,BACHELOR'S DEGREE,64.89,64.89,45000.5,0,0,0.789352209
0047007C,0,"WHITE, NON-HISPANIC",1,40,47,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",53.5,38.18,87500.5,0,0,-1.777231323
0047008C,0,"WHITE, NON-HISPANIC",1,37,36,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,39.18,150000.5,0,0,0.236752321
0047009C,0,"WHITE, NON-HISPANIC",1,38,37,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,BACHELOR'S DEGREE,38.18,63.43,45000.5,0,0,0.619083913
0047011C,0,"WHITE, NON-HISPANIC",1,37,32,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.92,200001,0,0,0.165515525
0047014C,0,"WHITE, NON-HISPANIC",2,40,48,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",63.43,64.89,87500.5,0,0,-0.352701285
0047015C,0,"WHITE, NON-HISPANIC",1,42,42,SOME COLLEGE,SOME COLLEGE,53.5,35.78,87500.5,0,0,1.089843839
0047017C,0,"WHITE, NON-HISPANIC",1,35,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,34.95,39.2,37500.5,0,0,0.156456511
0047021C,0,"WHITE, NON-HISPANIC",1,39,39,SOME COLLEGE,BACHELOR'S DEGREE,38.18,39.18,87500.5,0,0,0.345460496
0047022C,0,"WHITE, NON-HISPANIC",1,39,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.92,62500.5,0,0,0.334754388
0047024C,0,"WHITE, NON-HISPANIC",1,41,42,BACHELOR'S DEGREE,SOME COLLEGE,38.18,53.5,62500.5,0,0,-0.977052685
0049002C,0,ASIAN,1,36,35,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,39.18,62500.5,0,0,0.256723331
0049005C,0,"WHITE, NON-HISPANIC",1,31,33,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.2,37500.5,0,0,-0.524719618
0049008C,0,"WHITE, NON-HISPANIC",1,38,42,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,38.18,63.43,62500.5,0,0,1.353069978
0049010C,0,"WHITE, NON-HISPANIC",1,37,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.92,35.92,37500.5,0,0,-0.614074443
0049014C,0,"HISPANIC, RACE SPECIFIED",1,24,23,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,29.6,32500.5,1,0,-0.646089824
0049018C,0,"WHITE, NON-HISPANIC",1,46,51,SOME COLLEGE,BACHELOR'S DEGREE,63.43,34.95,62500.5,0,0,-0.079077868
0049020C,0,"HISPANIC, RACE NOT SPECIFIED",1,31,29,9TH - 12TH GRADE,8TH GRADE OR BELOW,34.95,33.42,7500.5,1,1,-0.912198376
0051002C,1,"WHITE, NON-HISPANIC",1,41,39,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,34.95,53.5,62500.5,0,0,0.196604416
0051005C,1,"WHITE, NON-HISPANIC",1,44,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.18,62500.5,0,0,0.986076945
0051006C,1,"WHITE, NON-HISPANIC",1,44,49,BACHELOR'S DEGREE,SOME COLLEGE,38.18,53.5,62500.5,0,0,-0.14743225
0051008C,1,"WHITE, NON-HISPANIC",1,40,41,BACHELOR'S DEGREE,BACHELOR'S DEGREE,38.18,35.63,87500.5,0,0,0.433271171
0051010C,1,"WHITE, NON-HISPANIC",1,37,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.18,87500.5,0,0,0.664378985
0051013C,1,"WHITE, NON-HISPANIC",2,41,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,35.78,39.18,87500.5,0,0,0.411653068
0051015C,1,"WHITE, NON-HISPANIC",1,42,42,BACHELOR'S DEGREE,SOME COLLEGE,35.78,64.89,150000.5,0,0,-1.692611891
0051016C,1,"WHITE, NON-HISPANIC",1,36,33,SOME COLLEGE,SOME COLLEGE,34.95,53.5,32500.5,0,0,0.367593316
0051018C,1,"WHITE, NON-HISPANIC",1,33,37,9TH - 12TH GRADE,SOME COLLEGE,59,39.2,45000.5,0,0,0.050424863
0051019C,1,"WHITE, NON-HISPANIC",1,44,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,"MASTER'S DEGREE (MA, MS)",63.43,53.5,87500.5,0,0,0.842676863
0051024C,1,"WHITE, NON-HISPANIC",1,42,41,BACHELOR'S DEGREE,VOC/TECH PROGRAM,38.18,48.69,150000.5,0,0,0.377064104
0052002C,0,"WHITE, NON-HISPANIC",1,40,45,SOME COLLEGE,BACHELOR'S DEGREE,61.56,34.95,62500.5,0,0,-0.327788995
0052003C,1,"WHITE, NON-HISPANIC",3,32,27,SOME COLLEGE,SOME COLLEGE,38.18,38.18,87500.5,0,0,-0.307612098
0052006C,1,"WHITE, NON-HISPANIC",1,39,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,63.43,64.89,62500.5,0,0,-0.706208739
0052007C,1,"WHITE, NON-HISPANIC",1,32,32,SOME COLLEGE,SOME COLLEGE,34.95,38.18,37500.5,0,0,-0.22000731
0052011C,1,"WHITE, NON-HISPANIC",1,48,61,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,34.95,87500.5,0,0,0.619083913
0052012C,1,"WHITE, NON-HISPANIC",1,33,35,SOME COLLEGE,BACHELOR'S DEGREE,38.18,38.18,87500.5,0,0,0.023556649
0052013C,1,"WHITE, NON-HISPANIC",1,38,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,61.56,53.5,62500.5,0,0,0.282973884
0052014C,1,"WHITE, NON-HISPANIC",1,34,36,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,39.18,39.2,45000.5,0,0,-0.599456488
0052015C,0,"WHITE, NON-HISPANIC",1,53,55,DOCTORATE OR PROFESSIONAL DEGREE,"MASTER'S DEGREE (MA, MS)",61.56,72.1,150000.5,0,0,0.438933055
0052019C,1,"WHITE, NON-HISPANIC",1,41,61,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.63,45000.5,0,0,-0.983641059
0052020C,1,"WHITE, NON-HISPANIC",1,45,44,BACHELOR'S DEGREE,BACHELOR'S DEGREE,38.18,53.5,45000.5,0,0,0.32651892
0052021C,1,"WHITE, NON-HISPANIC",1,37,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,33.42,37500.5,0,0,-0.74038593
0052022C,1,"WHITE, NON-HISPANIC",1,41,41,SOME COLLEGE,"MASTER'S DEGREE (MA, MS)",63.43,34.95,150000.5,0,0,0.513155208
0055004C,0,"WHITE, NON-HISPANIC",2,35,36,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,48.69,62.87,150000.5,0,0,0.658202385
0055007C,0,"WHITE, NON-HISPANIC",1,34,35,9TH - 12TH GRADE,SOME COLLEGE,38.18,37.67,45000.5,0,0,0.567097522
0055013C,0,"WHITE, NON-HISPANIC",1,46,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,57.83,33.42,45000.5,0,0,-0.239051829
0055014C,0,"WHITE, NON-HISPANIC",1,36,38,SOME COLLEGE,BACHELOR'S DEGREE,61.56,34.95,62500.5,0,0,0.861309609
0055018C,0,"WHITE, NON-HISPANIC",1,42,47,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",63.43,35.63,62500.5,0,0,-0.162667866
0055020C,0,"WHITE, NON-HISPANIC",1,28,30,SOME COLLEGE,SOME COLLEGE,38.18,39.18,62500.5,0,0,1.445924877
0055023C,0,"WHITE, NON-HISPANIC",2,31,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,59,39.2,37500.5,0,0,-0.441644336
0055024C,0,"WHITE, NON-HISPANIC",1,36,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,39.2,62500.5,0,0,1.457248645
0056004C,0,"WHITE, NON-HISPANIC",1,40,41,BACHELOR'S DEGREE,BACHELOR'S DEGREE,63.43,64.89,87500.5,0,0,0.766807616
0056005C,0,"WHITE, NON-HISPANIC",1,40,47,SOME COLLEGE,SOME COLLEGE,38.18,48.69,87500.5,0,0,1.12309454
0056007C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,39,39,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",63.43,64.89,87500.5,0,0,1.584795452
0056009C,0,"WHITE, NON-HISPANIC",1,37,39,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,BACHELOR'S DEGREE,63.43,35.78,87500.5,0,0,0.445315543
0056010C,0,"WHITE, NON-HISPANIC",1,38,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,39.2,87500.5,0,0,0.699791497
0056013C,0,"WHITE, NON-HISPANIC",1,37,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,39.2,45000.5,0,0,-0.008252845
0056014C,0,"WHITE, NON-HISPANIC",1,37,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,38.18,45000.5,0,0,0.811485029
0056015C,0,"WHITE, NON-HISPANIC",1,46,48,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,53.5,87500.5,0,0,0.510787511
0057001C,0,"WHITE, NON-HISPANIC",1,42,45,BACHELOR'S DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,38.18,35.78,87500.5,0,0,0.106631931
0057002C,0,"WHITE, NON-HISPANIC",1,44,43,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,52.54,62.87,150000.5,0,0,0.24838492
0057004C,0,"WHITE, NON-HISPANIC",1,42,44,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,38.18,64.89,87500.5,0,0,1.789035053
0057006C,0,"WHITE, NON-HISPANIC",1,38,40,DOCTORATE OR PROFESSIONAL DEGREE,SOME COLLEGE,38.18,53.5,150000.5,0,0,1.078005354
0057008C,0,"WHITE, NON-HISPANIC",1,51,50,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",38.18,53.5,87500.5,0,0,-0.110887362
0057009C,0,"WHITE, NON-HISPANIC",1,45,49,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,61.56,77.5,150000.5,0,0,1.479381465
0057021C,0,"WHITE, NON-HISPANIC",1,36,37,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",63.43,39.2,62500.5,0,0,0.662011288
0057022C,0,"WHITE, NON-HISPANIC",1,40,45,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,53.5,150000.5,0,0,0.407535334
0057040C,0,"WHITE, NON-HISPANIC",1,41,41,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,35.63,150000.5,0,0,0.877883487
0058004C,1,"WHITE, NON-HISPANIC",1,34,38,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,"MASTER'S DEGREE (MA, MS)",63.43,53.5,87500.5,0,0,-0.906948266
0058006C,0,"HISPANIC, RACE NOT SPECIFIED",1,37,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,"MASTER'S DEGREE (MA, MS)",35.78,33.42,37500.5,0,0,-0.793401754
0058012C,1,"HISPANIC, RACE NOT SPECIFIED",1,34,34,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,63.43,39.2,32500.5,0,0,-2.389641295
0058014C,0,"HISPANIC, RACE NOT SPECIFIED",2,32,29,9TH - 12TH GRADE,9TH - 12TH GRADE,37.67,37.67,37500.5,0,0,-0.74038593
0058016C,1,"HISPANIC, RACE SPECIFIED",1,46,33,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,39.18,37500.5,0,0,-0.255625708
0058019C,1,"WHITE, NON-HISPANIC",1,31,33,VOC/TECH PROGRAM,SOME COLLEGE,53.5,53.5,45000.5,0,0,-1.311618563
0058025C,1,"WHITE, NON-HISPANIC",1,34,38,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,"MASTER'S DEGREE (MA, MS)",63.43,53.5,87500.5,0,0,-0.580103138
0062009C,0,"WHITE, NON-HISPANIC",1,37,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,35.92,87500.5,0,0,0.150485796
0062012C,0,"WHITE, NON-HISPANIC",1,34,34,SOME COLLEGE,SOME COLLEGE,61.56,33.42,87500.5,0,0,0.699997384
0062015C,0,"WHITE, NON-HISPANIC",1,32,34,SOME COLLEGE,SOME COLLEGE,48.69,35.92,45000.5,0,0,0.580377214
0062016C,0,"WHITE, NON-HISPANIC",1,45,39,BACHELOR'S DEGREE,SOME COLLEGE,34.95,34.95,62500.5,0,0,-0.707444059
0062017C,0,"WHITE, NON-HISPANIC",1,43,47,BACHELOR'S DEGREE,BACHELOR'S DEGREE,38.18,62.87,62500.5,0,0,0.906810568
0062022C,0,"WHITE, NON-HISPANIC",1,28,26,9TH - 12TH GRADE,SOME COLLEGE,34.95,35.92,37500.5,0,0,-1.03902458
0064003C,0,ASIAN,1,29,36,BACHELOR'S DEGREE,VOC/TECH PROGRAM,38.18,48.69,87500.5,0,0,-0.304626741
0064005C,0,ASIAN,1,28,35,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,39.2,27500.5,1,0,-0.307817985
0064006C,0,ASIAN,1,28,35,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,37.67,39.2,37500.5,0,0,-1.077525392
0064008C,0,"WHITE, NON-HISPANIC",1,53,49,BACHELOR'S DEGREE,BACHELOR'S DEGREE,38.18,52.54,17500.5,0,0,-3.091920809
0064011C,0,"MORE THAN ONE RACE, NON HISPANIC",1,27,46,9TH - 12TH GRADE,SOME COLLEGE,35.92,35.92,87500.5,0,0,0.660981855
0064019C,0,"HISPANIC, RACE NOT SPECIFIED",1,48,52,SOME COLLEGE,8TH GRADE OR BELOW,33.42,53.5,37500.5,0,0,0.521596563
0064025C,0,"MORE THAN ONE RACE, NON HISPANIC",1,27,46,9TH - 12TH GRADE,SOME COLLEGE,35.92,35.92,87500.5,0,0,1.124638691
0066003C,0,"WHITE, NON-HISPANIC",1,39,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,53.5,62500.5,0,0,-0.013400012
0066004C,0,"WHITE, NON-HISPANIC",1,44,48,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,53.5,39.18,62500.5,0,0,-0.88831552
0066011C,0,"WHITE, NON-HISPANIC",1,30,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,53.5,53.5,62500.5,0,0,0.769792973
0066015C,0,"WHITE, NON-HISPANIC",1,44,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,38.18,45000.5,0,0,1.383644152
0066018C,0,"WHITE, NON-HISPANIC",1,45,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,61.56,39.2,87500.5,0,0,-0.615618593
0066021C,0,"WHITE, NON-HISPANIC",1,38,38,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,62.87,62500.5,0,0,1.252597271
0066023C,0,"WHITE, NON-HISPANIC",1,37,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,39.2,22500.5,1,0,-0.488689446
